unit_id,sair_number,sair_letter,sair_title,unit_order,unit_type,text_arabic,transliteration_latin,translation_indonesian,text_gorontalo,doc_pages,pdf_pages
sair_10_unit_04,10,j,Sair Kesepuluh,4,puisi_sair,وَبِمَوْلِدِهِ الرُّوْمُ بَاتَتْ فِي وَجَلٍ * وَكِسْرَى قُوَاهُ تَوَلَّى وَانْهَدَمْ,Wa bi maulidihī ar-rūmu bātat fī wajal * wa kisrā quwāhu tawallā wan-hadam.,"Dan berkat hari kelahirannya, imperium Romawi diliputi ketakutan mencekam; serta kekuasaan kaisar Kisra Persia goyah runtuh binasa.",,62-65,65-68
sair_10_unit_05,10,j,Sair Kesepuluh,5,puisi_sair,وَالنَّارُ خَمَدَتْ بَعْدَ أَلْفِ عَامٍ * وَغَاضَتْ بُحَيْرَةُ سَاوَةٍ لِأَجْلِهِ,Wan-nāru khamadat ba'da alfi 'āmin * wa gāḍat buhairatu sāwatin li ajlihī.,Api sesembahan kaum Majusi padam seketika setelah menyala membara seribu tahun lamanya; dan air danau Sawah pun mengering surut demi menyambut kelahirannya.,,62-65,65-68
sair_10_unit_06,10,j,Sair Kesepuluh,6,prosa_hikayat_gorontalo,قَالَتْ حَلِيْمَةُ: إِنَّ الْأَرْضَ ارْتَجَّتْ بِمَكَّةَ لَمَّا وُلِدَ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ وَأَضَاءَتْ مِنْ نُوْرِهِ الْآفَاقُ.,"Lotombilu tilo Halimah I: Lo alamu mo'a'amilala wau ma lolamemetolo Nabiyullah lo tidupapa to Allah ta'ala totonulola ta pilotutu tomoomoliomao, ma lotomayalomola Nabiyullah lo tutunulio ode Nabiyullah yito ma isi isilamu lomai, wau ma yide2tolomai lohuta lo Makkah bīhu lo mato lio ma bo timihulala to dehupio wau ma lo'obāngolomao tinelo Nabiyullah tohumaya lotinelo ilowalia lo Nabiyullah mai laba2 lotutu molanggata wau uda2a, wau ma bolo.","Sastra Gorontalo Klasik — Tuturan Siti Halimah I: Seluruh alam semesta bersujud tunduk ke hadirat Allah Ta'ala atas lahirnya Nabiyullah. Sejak saat kelahirannya terpancarlah tanda-tanda keselamatan risalah Islam, dan tanah lapang kota Makkah bergetar takjub saat cahaya Nabi memancar benderang menerangi ufuk, menandakan bahwa kemuliaan kelahiran Nabiyullah teramat luhur dan tiada tandingannya.","Lo alamu mo'a’amilala wau ma lolamemetolo Nabiyullah lo tidupapa to Allah ta'ala totonulola ta pilotutu tomoomoliomao, ma lotomayalomola Nabiyullah lo tutunulio ode Nabiyullah yito ma isi isilamu lomai, wau ma yide2tolomai lohuta lo Makkah bīhu lo mato lio ma bo timihulala to dehupio wau ma lo'obāngolomao tinelo Nabiyullah tohumaya lotinelo ilowalia lo Nabiyullah mai laba2 lotutu molanggata wau uda2a, wau ma bolo.",62-65,65-68
sair_10_unit_07,10,j,Sair Kesepuluh,7,prosa_hikayat_gorontalo,وَنَادَى مُنَادٍ فِي السَّمَاءِ: مَنْ يَكْفُلُ هٰذَا الْمَوْلُوْدَ الْمُبَارَكَ؟ فَقَالَ اللهُ تَعَالَى: أَنَا قَدَّرْتُ كَفَالَتَهُ لِحَلِيْمَةَ السَّعْدِيَّةِ.,"Wau debolilio ma'o: wu Nabiyullah tutu lio tutu amima lomangumai olemu Nabiyullah. Wau odito olo tonulola malaikati ma ma'o hipohindua uwalio ta tonu ta momalihara to Nabiyullah. Bolo uwalo firmanu Allah ta'ala: wa'u ta kawasa tutu lio tutu u Nabiyullah wau delo diyalu sababulio delo bolo ma yilemulo mai lo'iya'u, wau ma wato'u tilo Halimah.","Sastra Gorontalo Klasik — Dialog Gaib Pemilihan Siti Halimah: Terdengarlah seruan lisan gaib: ""Wahai Nabiyullah, sesungguhnya kemuliaan sejati telah ditetapkan bagimu."" Dan para malaikat berhimpun saling bertanya siapakah insan terpilih yang beruntung memelihara dan menyusui bayi agung ini. Maka Allah Ta'ala menegaskan firman-Nya: ""Akulah Yang Maha Kuasa menakdirkan pemeliharaan Nabiyullah, dan telah menjadi ketetapan-Ku bahwa ia akan diasuh dan disusui oleh Siti Halimah.""","Wau debolilio ma'o: wu Nabiyullah tutu lio tutu amima lomangumai olemu Nabiyullah. Wau odito olo tonulola malaikati ma ma'o hipohindua uwalio ta tonu ta momalihara to Nabiyullah. Bolo uwalo firmanu Allah ta'ala: wa'u ta kawasa tutu lio tutu u Nabiyullah wau delo diyalu sababulio delo bolo ma yilemulo mai lo'iya'u, wau ma wato'u tilo Halimah.",62-65,65-68
sair_10_unit_08,10,j,Sair Kesepuluh,8,prosa_hikayat_gorontalo,وَاسْتَبْشَرَتِ الْوُحُوْشُ وَالطُّيُوْرُ بِوِلَادَةِ رَسُوْلِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ.,Wau tondahu lo uma pilotutu lio mai Rasulullah yito ma tilonggoyindulo tonulola binatangi linggela wolo tonulola buburungiyala tomimbihu ta moponu lo'u mopotutu to wato'u tilo Halimah.,"Sastra Gorontalo Klasik — Sukacita Satwa Alam: Dan tanda-tanda hari kelahiran Rasulullah SAW disambut dengan riang gembira oleh sekalian binatang liar di padang pasir dan kawanan burung di angkasa, yang bersiul mengabarkan bahwa anugerah menyusui Nabi akan dilimpahkan kepada Siti Halimah dari Bani Sa'ad.",Wau tondahu lo uma pilotutu lio mai Rasulullah yito ma tilonggoyindulo tonulola binatangi linggela wolo tonulola buburungiyala tomimbihu ta moponu lo'u mopotutu to wato'u tilo Halimah.,62-65,65-68
sair_10_unit_09,10,j,Sair Kesepuluh,9,prosa_hikayat_indonesia,وَكَانَ مِنْ آيَاتِ مَوْلِدِهِ انْصِدَاعُ إِيْوَانِ كِسْرَى وَسُقُوْطُ أَرْبَعَ عَشْرَةَ شُرْفَةً مِنْ شُرُفَاتِهِ، وَخُمُوْدُ نَارِ فَارِسَ الَّتِيْ لَمْ تَخْمُدْ قَبْلَ ذٰلِكَ بِأَلْفِ عَامٍ.,"Wa kāna min āyāti maulidihī inṣidā'u īwāni kisrā wa suqūṭu arba'a 'asyrata syurfatan min syurufātih, wa khumūdu nāri fārisa al-latī lam takhmud qabla żālika bi alfi 'ām.","Mukjizat Kehancuran Kekuatan Jahiliyah: Di antara bukti agung mukjizat kelahirannya adalah retaknya balairung istana Kaisar Kisra hingga runtuh empat belas menaranya, serta padamnya api sesembahan bangsa Persia yang belum pernah padam sepanjang seribu tahun sebelumnya, menandakan fajar keruntuhan tatanan kezaliman di muka bumi.",,62-65,65-68
sair_10_unit_10,10,j,Sair Kesepuluh,10,jabu_refrein,اللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَعَلَى آلِهِ وَصَحْبِهِ أَجْمَعِيْنَ,Allāhumma ṣalli 'alā muhammad wa ālihī wa ṣahbihī ajma'īn. (Jābu),"Ya Allah, limpahkanlah salawat dan salam kepada Nabi Muhammad serta segenap keluarga dan sahabatnya sekalian.",,62-65,65-68
sair_11_unit_01,11,k,Sair Kesebelas,1,header_dan_pembuka,اللَّهُمَّ صَلِّ وَسَلِّمْ وَزِدْ وَبَارِكْ عَلَيْهِ,Allāhumma ṣalli wa sallim wa zid wa bārik 'alaih,"Ya Allah, limpahkanlah salawat, keselamatan, tambahan keagungan, dan keberkahan kepadanya.",,65-70,68-73
sair_11_unit_02,11,k,Sair Kesebelas,2,puisi_sair,صَلَاةُ اللهِ عَلَى الْهَادِي الْأَمِيْنِ * إِمَامِ الْأَنْبِيَاءِ مَوْلَى وَالْمُرْسَلِيْنَ,Ṣalātul-lāhu 'alal-hādil-amīn * imāmul-anbiyā'i maulā wal-mursalīn.,Semoga rahmat salawat Allah senantiasa tercurah kepada sang pemberi petunjuk yang terpercaya; imam seluruh para nabi dan penghulu para rasul.,,65-70,68-73
sair_11_unit_03,11,k,Sair Kesebelas,3,jabu_refrein,أَلَا يَا رَسُوْلَ اللهِ خَتَمَهُ اللهُ 2× فِيْهَا لَيْلَةُ الْأَجَلِ 2× سُلْطَانُ خَيْرِ الرَّسُوْلِ,Alā yā rasūlal-lāh khatamahul-lāhu 2x fīhā lailatul-ajali 2x sulṭānu khairar-rasūl. (Jābu),Wahai Rasulullah yang dimuliakan dan disempurnakan Allah; raja dan sebaik-baik sekalian utusan Allah.,,65-70,68-73
sair_11_unit_04,11,k,Sair Kesebelas,4,prosa_hikayat_indonesia,قَالَ أَهْلُ السِّيَرِ رَضِيَ اللهُ عَنْهُمْ: وَكَانَ أَهْلُ مَكَّةَ مِنْ عَادَتِهِمْ أَنْ يَخْرُجُوْا بِالْأَوْلَادِ إِلَى الْبَادِيَةِ طَلَبًا لِفَصَاحَةِ اللِّسَانِ وَصِحَّةِ الْأَبْدَانِ، فَقَدِمَتْ نِسْوَةٌ مِنْ بَنِيْ سَعْدٍ يَطْلُبْنَ الرُّضَعَاءَ فِيْ سَنَةٍ شَهْبَاءَ جَدْبَاءَ.,"Qāla ahlus-siyari raḍiyallāhu 'anhum: wa kāna ahlu makkata min 'ādātihim an yakhrujū bil-aulādi ilāl-bādiyati ṭalaban lifaṣāhatil-lisāni wa ṣihhatil-abdān, faqadimat niswatun min banī sa'din yaṭlubnar-ruḍa'ā'a fī sanatin syahbā'a jadbā'.",Riwayat Sirah Nabawiyah: Para ahli tarikh meriwayatkan bahwa sudah menjadi tradisi para bangsawan kota Makkah untuk menitipkan bayi-bayi mereka ke pedalaman gurun pasir agar tumbuh kuat raganya dan fasih murni bahasa Arabnya. Maka datanglah rombongan wanita dari kabilah Bani Sa'ad mencari anak susuan pada tahun yang dilanda paceklik kemarau panjang.,,65-70,68-73
sair_11_unit_05,11,k,Sair Kesebelas,5,prosa_hikayat_gorontalo,قَالَتْ حَلِيْمَةُ السَّعْدِيَّةُ: قَدِمْنَا مَكَّةَ فَمَا بَقِيَتْ مِنَّا امْرَأَةٌ إِلَّا عُرِضَ عَلَيْهَا رَسُوْلُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ فَتَأْبَاهُ إِذَا قِيْلَ إِنَّهُ يَتِيْمٌ.,"Lotombilu tilo Halimah Sa'adiyyah II: Tomomolio ma'o leto wa'u ma loona'o ma'o ode bele li Abdul Mutalib to Makkah wolo uma hiwuwawuwati'ala timongolio. Wau u hepongowati'i mongolio yito uwalio bo ma yiloleeta lo tawu lola'i lota ukekeinga potutuwola to Makkah boito, ma pilotatayade limongolio.","Sastra Gorontalo Klasik — Tuturan Siti Halimah II: Bermulalah perjalananku menuju rumah kakek Abdul Muthalib di kota Makkah bersama rombongan wanita Bani Sa'ad untuk mencari bayi susuan. Para wanita lain telah memilih bayi-bayi dari keluarga berada yang memiliki ayah, sedangkan bayi agung Muhammad SAW yang telah yatim tidak ada yang bersedia mengambilnya karena mengharapkan imbalan materi dari sang ayah.","Lotombilu tilo Halimah Sa'adiyyah uwalio tomomolio ma'o leto wa'u ma loona'o ma'o ode bele li Abdul Mutalib to Makkah wolo uma hiwuwawuwati'ala timongolio. Wau u hepongowati'i mongolio yito uwalio bo ma yiloleeta lo tawu lola'i lota ukekeinga potutuwola to Makkah boito, ma pilotatayade limongolio.",65-70,68-73
sair_11_unit_06,11,k,Sair Kesebelas,6,prosa_hikayat_gorontalo,قَالَتْ حَلِيْمَةُ: فَمَرَرْتُ بِعَبْدِ الْمُطَّلِبِ فَسَأَلْتُهُ عَنْ رَضِيْعٍ، فَقَالَ: عِنْدِيْ غُلَامٌ يَتِيْمٌ هُوَ ابْنُ ابْنِيْ عَبْدِ اللهِ، فَقُلْتُ: إِنِّيْ آخُذُهُ رَجَاءَ بَرَكَتِهِ.,"Teto ti Abdul Mutalib yito bo ilimiyoma wau tilalahehe wau ma yilumanggelamola lobaya. Yio ti Abdul Mutalib ma lolola'o ma'o lo'iya: yio Halimah, owwoluwo wala'o watia ta yatimu, dila ta mohama olio. Yio teto wa'u ma lo'iya: wa'u ma mohama olio wolo ridho lo Allah ta'ala.","Sastra Gorontalo Klasik — Dialog dengan Kakek Abdul Muthalib: Di sanalah kakek Abdul Muthalib tertegun memandang dengan penuh rasa haru dan kasih sayang yang mendalam. Berkatalah Abdul Muthalib: ""Wahai Halimah, sesungguhnya ada padaku seorang cucu yang telah yatim, tiada seorang pun dari kafilahmu yang sudi membawanya."" Maka aku menjawab dengan ketetapan hati: ""Aku rela mengambil dan menyusuinya semata-mata mengharap berkah dan ridha Allah Ta'ala.""","Teto ti Abdul Mutalib yito bo ilimiyoma wau tilalahehe wau ma yilumanggelamola lobaya. Yio ti Abdul Mutalib ma lolola'o ma'o lo'iya: yio Halimah, owwoluwo wala'o watia ta yatimu, dila ta mohama olio. Yio teto wa'u ma lo'iya: wa'u ma mohama olio wolo ridho lo Allah ta'ala.",65-70,68-73
sair_11_unit_07,11,k,Sair Kesebelas,7,prosa_hikayat_gorontalo,قَالَتْ حَلِيْمَةُ: فَجِئْتُ إِلَى بَيْتِ أُمِّهِ آمِنَةَ وَهِيَ امْرَأَةٌ هِلَالِيَّةٌ تَزْهَرُ كَالْبَدْرِ فَرَحَّبَتْ بِيْ وَأَخْبَرَتْنِيْ بِمَا رَأَتْ مِنْ عَجَائِبِ حَمْلِهِ.,Lotombilu tilo Halimah: yio teto wa'u ma lona'olo ma'o ode bele li mama lio lo ta molanggato ti Aminah. Yio ti Aminah ma lotombilu ola'u wolo berakati wau tinelo uma yilowali to'u tio hemohamala to Nabiyullah.,"Sastra Gorontalo Klasik — Perjumpaan dengan Ibunda Aminah: Tuturan Siti Halimah: Maka aku pun melangkah menuju kediaman ibunda sang bayi mulia, Siti Aminah, seorang wanita berparas anggun laksana rembulan. Siti Aminah menyambut kedatanganku dengan kehangatan dan menceritakan kepadaku segala keajaiban serta kilauan cahaya ilahi yang disaksikannya sejak awal mengandung Nabiyullah.",Lotombilu tilo Halimah: yio teto wa'u ma lona'olo ma'o ode bele li mama lio lo ta molanggato ti Aminah. Yio ti Aminah ma lotombilu ola'u wolo berakati wau tinelo uma yilowali to'u tio hemohamala to Nabiyullah.,65-70,68-73
sair_11_unit_08,11,k,Sair Kesebelas,8,prosa_hikayat_gorontalo,قَالَتْ حَلِيْمَةُ: فَلَمَّا أَخَذْتُهُ إِلَى صَدْرِيْ أَقْبَلَ عَلَيْهِ ثَدْيَايَ بِمَا شَاءَ اللهُ مِنَ اللَّبَنِ، فَشَرِبَ حَتَّى رَوِيَ وَشَرِبَ مَعَهُ أَخُوْهُ حَتَّى رَوِيَ ثُمَّ نَامَا.,Lotombilu tilo Halimah uwalio: to'u tio yilohama ma'o to Nabiyullah yito tohuhama lo u dilalo otabu tutu lio wau wala'io yito malo ngohilaya'alo ma'o lohuyilio u dilalo bungolopalio... Wau de ta boito yito ti Muhammad ta malo ilo2 piyohe lo tonulola tau.,"Sastra Gorontalo Klasik — Mukjizat Derasnya Air Susu Halimah: Tuturan Siti Halimah: Tatkala aku mendekap erat Nabiyullah ke dadaku, sungguh terjadi keajaiban agung. Dadaku yang tadinya kering tiada setetes air susu pun, mendadak memancarkan air susu yang berlimpah ruah. Bayi Muhammad SAW menyusu hingga kenyang, lalu anak kandungku yang sepanjang malam menangis karena lapar turut menyusu hingga kenyang, dan keduanya pun tertidur dengan damai.",Lotombilu tilo Halimah uwalio: to'u tio yilohama ma'o to Nabiyullah yito tohuhama lo u dilalo otabu tutu lio wau wala'io yito malo ngohilaya'alo ma'o lohuyilio u dilalo bungolopalio... Wau de ta boito yito ti Muhammad ta malo ilo2 piyohe lo tonulola tau.,65-70,68-73
sair_11_unit_09,11,k,Sair Kesebelas,9,prosa_hikayat_indonesia,قَالَتْ حَلِيْمَةُ: فَأَخَذْتُهُ وَلَيْسَ فِي ثَدْيِي لَبَنٌ وَوَلَدِيْ طُوْلَ اللَّيْلِ يُقْلِقُنِيْ مِنْ شِدَّةِ الْجُوْعِ * فَلَمَّا وَضَعْتُهُ فِي حِجْرِيْ هَمَى عَلَيْهِ ثَدْيَايَ فَشَرِبَ حَتَّى رَوِيَ وَرَوِيَ أَخُوْهُ مَعَهُ.,Qālat halīmatu: fa akhażtuhū wa laisa fī ṡadyī labanun wa waladī ṭūlal-laili yuqliqunī min syiddatil-jū'i; falammā waḍa'tuhū fī hijrī hamā 'alaihi ṡadyāya fasyariba hattā rawiya wa rawiya akhūhu ma'ah.,"Kesaksian Halimah as-Sa'diyah: Siti Halimah bersaksi: ""Maka aku mengambil bayi itu, padahal pada kedua payudaraku sebelumnya tiada air susu dan anak kandungku sendiri sepanjang malam membuat kami tidak bisa tidur karena menangis kelaparan. Namun begitu kuletakkan bayi Muhammad di haribaanku, seketika memancarlah air susu melimpah ruah, ia minum sampai puas dan kenyang, dan saudaranya pun minum hingga puas.""",,65-70,68-73
sair_11_unit_10,11,k,Sair Kesebelas,10,puisi_sair,يَا سَعْدَ قَوْمٍ قَدْ أَظَلَّتْ أَرْضَهُمْ * شَمْسٌ تُبَدِّدُ كُلَّ لَيْلٍ مُظْلِمِ,Yā sa'da qaumin qad aẓallat arḍahum * syamsun tubaddidu kulla lailin muẓlimi.,Betapa berbahagianya kaum (Bani Sa'ad) yang buminya telah dinaungi; oleh sang mentari petunjuk yang menghalau segala pekatnya malam kegelapan.,,65-70,68-73
sair_11_unit_11,11,k,Sair Kesebelas,11,puisi_sair,فَغَدَتْ لَيَالِيْهِمْ بِأَحْمَدَ بَهْجَةً * وَغَدَتْ مَغَانِيْهِمْ بِنُوْرٍ أَقْوَمِ,Fagadat layālīhim bi ahmada bahjatan * wa gadat magānīhim bi nūrin aqwami.,Malam-malam mereka bersama Ahmad berubah menjadi perayaan penuh sukacita; dan perkampungan mereka bermandikan cahaya yang paling lurus sempurna.,,65-70,68-73
sair_11_unit_12,11,k,Sair Kesebelas,12,jabu_refrein,اللَّهُمَّ صَلِّ 2× عَلَى مُحَمَّدٍ 3× وَعَلَى آلِهِ 2× وَصَحْبِهِ وَسَلِّمْ 3×,Allahumma ṣalli 2x 'alā Muhammad 3x wa ālihī 2x wa ṣahbihī wa sallam 3x. (Jābu),"Ya Allah limpahkanlah salawat atas Nabi Muhammad, serta atas keluarga dan sahabat-sahabatnya, dan berikanlah keselamatan kesejahteraan yang sempurna.",,65-70,68-73
sair_12_unit_01,12,l,Sair Kedua Belas,1,header_dan_pembuka,اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى سَيِّدِنَا مُحَمَّدٍ,Allāhumma ṣalli wa sallim 'alā sayyidinā muhammad,"Ya Allah, limpahkanlah salawat dan keselamatan kepada junjungan kami Nabi Muhammad.",,70-74,73-77
sair_12_unit_02,12,l,Sair Kedua Belas,2,puisi_sair,وَسِيْمٌ فِيْ مَلَاحَتِهِ حَشِيْمٌ * وَمَا فِي الْحُسْنِ قَطُّ لَهُ قَسِيْمُ,Wasīmun fī malāhatihi hasyīm * wa mā fil-husni qaṭṭu lahū qasīm.,Sosok yang elok rupawan di dalam keanggunannya lagi amat pemalu berwibawa; tiada seorang pun dalam hal keindahan yang dapat menandinginya.,,70-74,73-77
sair_12_unit_03,12,l,Sair Kedua Belas,3,jabu_refrein,فَمَا كُلُّ الشَّقَاءِ سِوَى الْفُرَقَاءِ * بِرَبِّ عَرْشِنَا عَزِيْزُ الْكَرِيْمِ,Famā kullusy-syaqā'i siwal-furaqā * bi rabbi 'arsyinā 'azīzul-karīm. (Jābu),Tiada kesengsaraan yang sesungguhnya melainkan perpisahan; demi Tuhan pemilik 'Arasy kami Yang Maha Perkasa lagi Maha Pemurah.,,70-74,73-77
sair_12_unit_04,12,l,Sair Kedua Belas,4,prosa_hikayat_indonesia,قَالَتْ حَلِيْمَةُ: فَأَخَذْتُهُ وَدَخَلْتُ بِهِ عَلَى الْأَصْنَامِ فَنَكَّسَ هُبَلُ رَأْسَهُ وَخَرَّتِ الْأَصْنَامُ مِنْ أَمَاكِنِهَا فَجِئْتُ إِلَى الْكَعْبَةِ فَدَعَوْتُ اللهَ لَهُ.,Qālat halīmatu: fa akhażtuhū wa dakhaltu bihī 'alal-aṣnāmi fanakkasa hubalu ra'sahū wa kharratil-aṣnāmu min amākinihā faji'tu ilāl-ka'bati fada'autul-lāha lah.,"Mukjizat Tumbangnya Berhala Hubal: Siti Halimah bertutur: ""Tatkala aku menggendong bayi Muhammad berjalan melewati tempat berhala-berhala disembah, tiba-tiba patung berhala Hubal menjatuhkan kepalanya tersungkur, dan sekalian patung berhala jatuh bergulingan terbalik dari tempatnya. Maka aku segera membawanya menuju Ka'bah dan berdoa memohon perlindungan Allah baginya.""",,70-74,73-77
sair_12_unit_05,12,l,Sair Kedua Belas,5,prosa_hikayat_gorontalo,قَالَتْ حَلِيْمَةُ: فَحَمَلْتُهُ عَلَى أَتَانِيْ فَسَارَتْ سَيْرًا حَثِيْثًا قَطَعَتْ بِهِ رِفَاقَ الرَّكْبِ فَعَجِبَ النَّاسُ مِنْ سُرْعَتِهَا.,"Lotombilu tilo Halimah III: tio lohama ma'o to Nabiyullah wau ma dilelo lio: to'u lona'o ma'o ode lipu limongolio to Bani Sa'ad... kalode kurusi li Halimah ta tilalahehe mai malo luminggato mota to dimuka lo kafila mo'a'amilala, wau tau-tauwa hiheraniya uwalio kalode molulupuhe ma mowali molahe lopotolimo kafila.","Sastra Gorontalo Klasik — Tuturan Siti Halimah III (Keledai Kurus Berlari Kencang): Tuturan Siti Halimah saat membawa pulang Nabiyullah menuju perkampungan Bani Sa'ad: Keledai betinaku yang semula kurus kering dan berjalan tertatih-tatih di belakang, seketika menjadi lincah dan berlari amat kencang mendahului seluruh rombongan kafilah. Orang-orang Bani Sa'ad pun berseru heran: ""Wahai Halimah, apakah ini keledai yang kau kendarai saat berangkat tempo hari? Mengapa ia melesat mendahului kami semua?""","Lotombilu tilo Halimah uwalio tio lohama ma'o to Nabiyullah wau ma dilelo lio: to'u lona'o ma'o ode lipu limongolio to Bani Sa'ad... kalode kurusi li Halimah ta tilalahehe mai malo luminggato mota to dimuka lo kafila mo'a'amilala, wau tau-tauwa hiheraniya uwalio kalode molulupuhe ma mowali molahe lopotolimo kafila.",70-74,73-77
sair_12_unit_06,12,l,Sair Kedua Belas,6,prosa_hikayat_gorontalo,قَالَتْ حَلِيْمَةُ: فَلَمَّا قَدِمْنَا مَنَازِلَنَا مِنْ بِلَادِ بَنِي سَعْدٍ، كَانَتْ غَنَمِيْ تَرُوْحُ شِبَاعًا مُمْتَلِئَةَ الضُّرُوْعِ بِاللَّبَنِ، فَنَحْلِبُ مِنْهَا مَا شِئْنَا.,Wau to owwoluwo lilo Halimah yito de dīla ta yilohuheli ma'o to bungo lo ayu... barakati wolo riziki olando dudulota wau bolo ma posababua mai lo kohendaki lo Allah ta'ala... bimbi wau onta li Halimah ma otabu tutu lio lo titolo wau ma hepopotolo laba-laba to pango lo bele.,"Sastra Gorontalo Klasik — Berkah Susu Ternak yang Melimpah Ruah: Dan tatkala kami sampai di pemukiman Bani Sa'ad, tanah yang sebelumnya tandus kering kerontang dilimpahi anugerah kesuburan. Domba-domba dan unta peliharaanku senantiasa pulang sore hari dalam keadaan perut kenyang dan kantung susu sarat berlimpah air susu, sehingga kami dapat memerahnya sekehendak hati, sedangkan tetangga-tetangga kami ternaknya pulang kelaparan tiada meneteskan air susu sama sekali.",Wau to owwoluwo lilo Halimah yito de dīla ta yilohuheli ma'o to bungo lo ayu... barakati wolo riziki olando dudulota wau bolo ma posababua mai lo kohendaki lo Allah ta'ala... bimbi wau onta li Halimah ma otabu tutu lio lo titolo wau ma hepopotolo laba-laba to pango lo bele.,70-74,73-77
sair_12_unit_07,12,l,Sair Kedua Belas,7,puisi_sair,وَقَدْ غَنِيَ بِهِ أَهْلُ الرِّيَاضِ فَأَصْبَحَتْ * بِهِ أَرْضُهُمْ مَكْحُوْلَةً بِالْأَزَاهِرِ,Wa qad guniya bihī ahlur-riyāḍi fa aṣbahat * bihī arḍuhum makḥūlatan bil-azāhir.,Dan berlimpahlah kemakmuran bagi para penduduk padang gembala karenanya; hingga tanah mereka dihiasi hamparan rerumputan dan bunga-bunga nan subur.,,70-74,73-77
sair_12_unit_08,12,l,Sair Kedua Belas,8,puisi_sair,وَأَصْبَحَتِ الشَّاةُ تَدُرُّ لَبَنَهَا * جَمِيْعًا وَغَنَّتْ بِهِ الْمَرَاعِيْ,Wa aṣbahatisy-syātu tadurru labanahā * jamī'an wa gannat bihil-marā'ī.,Kambing-kambing perah memancarkan susunya dengan deras melimpah; dan padang-padang penggembalaan seakan bersenandung sukacita menyambutnya.,,70-74,73-77
sair_12_unit_09,12,l,Sair Kedua Belas,9,jabu_refrein,شَفِيْعُ الْخَلْقِ فِيْ يَوْمِ الْقِيَامَةِ يَا حَبِيْبَ اللهِ,Syafī'ul-khalqi fī yaumil-qiyāmati yā habībal-lāh. (Jābu),"Pemberi syafaat bagi sekalian makhluk di hari kiamat kelak, wahai Kekasih Allah.",,70-74,73-77
sair_12_unit_10,12,l,Sair Kedua Belas,10,jabu_refrein,اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى رَسُوْلِ اللهِ خَيْرِ الْبَرِيَّةِ,Allāhumma ṣalli wa sallim 'alā rasūlillāhi khairil-bariyyah. (Jābu),Ya Allah limpahkanlah salawat dan keselamatan kepada Rasulullah sebaik-baik sekalian ciptaan-Mu.,,70-74,73-77
sair_13_unit_01,13,m,Sair Ketiga Belas,1,header_dan_pembuka,اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى سَيِّدِنَا مُحَمَّدٍ,Allāhumma ṣalli wa sallim 'alā sayyidinā muhammad,"Ya Allah, limpahkanlah salawat dan keselamatan kepada junjungan kami Nabi Muhammad.",,74-77,77-80
sair_13_unit_02,13,m,Sair Ketiga Belas,2,puisi_sair,مَنْ مِثْلُ أَحْمَدَ فِيْ جَمِيْعِ أَوْصَافِهِ * بِجَمَالٍ فَاقَ عَلَى كُلِّ الْمِلَاحِ,Man miṡlu ahmada fī jamī'i awṣāfihī * bi jamālin fāqa 'alā kullil-milāh.,Siapakah yang sanggup menyamai Ahmad dalam segenap sifat keluhurannya; dengan ketampanan dan keelokan yang mengungguli segenap manusia rupawan.,,74-77,77-80
sair_13_unit_03,13,m,Sair Ketiga Belas,3,jabu_refrein,يَا سَيِّدِيْ يَا رَسُوْلَ اللهِ خُذْ بِيَدِيْ * مَا لَيْسَ لِيْ تَوَكَّلْتُ إِلَّا الْأَحَدِ,Yā sayyidi yā rasulullah khuż bi yadi mā laisa lī tawakkaltu illal-ahad. (Jābu),Wahai junjunganku wahai Rasulullah bimbinglah tanganku; tiada tempat bagiku bersandar dan bertawakkal melainkan kepada Allah Yang Maha Esa.,,74-77,77-80
sair_13_unit_04,13,m,Sair Ketiga Belas,4,puisi_sair,فَمُحَجَّلٌ فِيْ غَايَةٍ مِنْ حُسْنِهِ * وَالْأَنْبِيَاءُ وَرَاءَهُ تَقْفُوْ خُطَاهُ,Famuhajjalun fī gāyatin min husnihī * wal-anbiyā'u warā'ahū taqfū khuṭāh.,Sosok yang memancarkan kilau cahaya gemilang di puncak kesempurnaan keelokannya; dan segenap para nabi melangkah mengikuti jejak keluhurannya.,,74-77,77-80
sair_13_unit_05,13,m,Sair Ketiga Belas,5,puisi_sair,مَا مِنْ نَبِيٍّ فِي الْوَرَى إِلَّا لَهُ * نُوْرٌ يَسْتَضِيْءُ بِنُوْرِهِ الْوَهَّاجِ,Mā min nabiyyin fīl-warā illā lahū * nūrun yastadī'u bi nūrihil-wahhāj.,Tiada seorang nabi pun di semesta alam melainkan ia memetik pantulan cahaya penerang dari kilauan nur Muhammad yang benderang.,,74-77,77-80
